ID	POS	Traditional
B4L09-I-10	N	形狀
B4L09-I-11	N	鹿角
B4L09-I-12	Adv	便
B4L09-I-13	V	稱
B4L09-I-14	N	動物園
B4L09-I-15	N	皮
B4L09-I-16	V	殺
B4L09-I-17	N	數量
B4L09-I-18	N	風光
B4L09-I-19	N	民宅
B4L09-I-20	N	蚵仔煎
B4L09-I-21	Ptc	哦
B4L09-I-22	Vaux	該
B4L09-I-23	Vs	興盛
B4L09-I-24	N	時期
B4L09-I-25	N	獨木舟
B4L09-I-26	Vst	為
B4L09-I-27	V	載運
B4L09-I-28	V-sep	改名
B4L09-I-29	Vs	相似
B4L09-I-30	Vp	沒落
B4L09-I-31	Adv	依然
B4L09-I-32	V	保留
B4L09-I-33		鹿港
B4L09-I-34		艋舺
B4L09-I-35		淡水河
B4L09-I-36		萬華
B4L09-I-37		台語
B4L09-I-38		日語
B4L09-I-39		家喻戶曉
B4L09-I-40		滿山遍野
B4L09-I-41		古色古香
B4L09-I-42		綠豆糕
B4L09-I-43		牛舌餅
B4L09-I-44		垂涎三尺
B4L09-II-01	N	數目
B4L09-II-02	Adv	大約
B4L09-II-03	Vst	佔
B4L09-II-04	Prep	自從
B4L09-II-05	Adv	將近
B4L09-II-06	N	往來
B4L09-II-07	Vst	思念
B4L09-II-08	V-sep	通信
B4L09-II-09	Vst	毫無
B4L09-II-10	N	音訊
B4L09-II-11	Vst	遠離
B4L09-II-12	N	妻子
B4L09-II-13	N	永遠
B4L09-II-14	Vp	開放
B4L09-II-15	Vi	探親
B4L09-II-16	N	親人
B4L09-II-17	V	打聽
B4L09-II-18	Adv	不禁
B4L09-II-19	N	淚
B4L09-II-20	Adv	尚未
B4L09-II-21	Vp	出世
B4L09-II-22	N	童年
B4L09-II-23	Vs	傷心
B4L09-II-24	M	筆
B4L09-II-25	Adv	仍然
B4L09-II-26	Vst	原諒
B4L09-II-27	V	盡
B4L09-II-28	Adv	究竟
B4L09-II-29	N	內心
B4L09-II-30	N	創傷
B4L09-II-31	Vst	珍惜
B4L09-II-32	Vs-attr	精華
B4L09-II-33	Vi	逃難
B4L09-II-34	Adv	實在
B4L09-II-35	N	歲月
B4L09-II-36	N/V	遭遇
B4L09-II-37	N	老兵
B4L09-II-38		老張
B4L09-II-39		文化大革命
B4L09-II-40		落地生根
B4L09-II-41		身強體壯
B4L09-II-42		離鄉背井
B4L09-II-43		飄洋過海
B4L09-II-44		朝思暮想
B4L09-II-45		一輩子
B4L09-II-46		恐懼不安
B4L09-II-47		刻骨銘心
B4L10-I-01		何建明
B4L10-I-02	V	應徵
B4L10-I-03	V	配
B4L10-I-04	N	領帶
B4L10-I-05	Vs	花
B4L10-I-06	N	素色
B4L10-I-07	Vpt	剩下
B4L10-I-08	N	龍頭
B4L10-I-09	N	起薪
B4L10-I-10	N	福利
B4L10-I-11	Vst	具備
B4L10-I-12	N	限制
B4L10-I-13	N	以上
B4L10-I-14	N	以下
B4L10-I-15	Vs	相關
B4L10-I-16	N	各位
B4L10-I-17	Vs-attr	應屆
B4L10-I-18	N	畢業生
B4L10-I-19	N	大一
B4L10-I-20	N	企劃部
B4L10-I-21	N	營運
B4L10-I-22	N	知識
B4L10-I-23	N	社長
B4L10-I-24	Adv	聯合
B4L10-I-25	N	音樂會
B4L10-I-26	N	節目
B4L10-I-27	N	好評
B4L10-I-28	V/N	企劃
B4L10-I-29	V	領導
B4L10-I-30	Vi	合作
B4L10-I-31	Adv	似乎
B4L10-I-32	Prep	關於
B4L10-I-33	N/V	磨練
B4L10-I-34	N	優點
B4L10-I-35	N	上司
B4L10-I-36	V	誇獎
B4L10-I-37	M	週
B4L10-I-38	N	內
B4L10-I-39	Prep	以
B4L10-I-40	N	書面
B4L10-I-41	V/N	通知
B4L10-I-42		就...而言
B4L10-I-43		新鮮人
B4L10-I-44		面試官
B4L10-I-45		自我介紹
B4L10-I-46		所學有限
B4L10-II-01	V-sep	出國
B4L10-II-02	N	資金
B4L10-II-03	N	廠商
B4L10-II-04	N	例外
B4L10-II-05	N	關
B4L10-II-06	V	接觸
B4L10-II-07	N	青年
B4L10-II-08	N	貸款
B4L10-II-09	V-sep	開店
B4L10-II-10	N	料
B4L10-II-11	Vpt	損失
B4L10-II-12	N	勇氣
B4L10-II-13	N	員工
B4L10-II-14	Vi	求職
B4L10-II-15	N	目標
B4L10-II-16	Vs-attr	初步
B4L10-II-17	N	技巧
B4L10-II-18	N	概念
B4L10-II-19	V	挑
B4L10-II-20	Vs	基本
B4L10-II-21	N	襯衫
B4L10-II-22	N	過程
B4L10-II-23		同班
B4L10-II-24		是...的料
B4L10-II-25		接下來
B4L10-II-26		提不起
B4L10-II-26		提不起 (勇氣)
B4L10-II-26		提不起 （勇氣）
B4L10-II-26		提不起（勇氣）
B4L10-II-27		養家活口
B4L10-II-28		來自
B4L10-II-29		熟讀
B4L10-II-30		考古題
B4L10-II-31		沙盤推演
B4L10-II-32		深藍色
B4L11-I-01	N	種族
B4L11-I-02	N	熔爐
B4L11-I-03	Adv	偏偏
B4L11-I-04	Vaux	肯
B4L11-I-05	N	母語
B4L11-I-06	N	口音
B4L11-I-07	V	適應
B4L11-I-08	Vs	了不起
B4L11-I-09	Vi	交流
B4L11-I-10	N	志工
B4L11-I-11	N	縣
B4L11-I-12	N	市
B4L11-I-13	Vs-attr	外籍
B4L11-I-14	N	配偶
B4L11-I-15	Vs	焦慮
B4L11-I-16	N	溝通
B4L11-I-17	N	障礙
B4L11-I-18	Vs	良好
B4L11-I-19	Adv	以往
B4L11-I-20	V	面對
B4L11-I-21	N	衝擊
B4L11-I-22	N	大眾
B4L11-I-23	Adv	難以
B4L11-I-24	V	認同
B4L11-I-25	Vs-attr	跨國
B4L11-I-26	Adv	大量
B4L11-I-27	V	移入
B4L11-I-28	Vst	憂慮
B4L11-I-29	V	降低
B4L11-I-30	N	素質
B4L11-I-31	Vst	歧視
B4L11-I-32	N	子女
B4L11-I-33	N	資產
B4L11-I-34	Vaux	應
B4L11-I-35	N	平等
B4L11-I-36	Adv	相互
B4L11-I-37	N	外人
B4L11-I-38	V	聯絡
B4L11-I-39		小明
B4L11-I-40		家長日
B4L11-I-41		氣人
B4L11-I-42		照說
B4L11-I-43		在...之餘
B4L11-I-44		本地人
B4L11-I-45		自己人
B4L11-I-46		哪裡!哪裡!
B4L11-I-46		哪裡！哪裡！
B4L11-II-01	Adv	漸漸
B4L11-II-02	Adv	曾
B4L11-II-03	V/N	嘗試
B4L11-II-04	N	結構
B4L11-II-05	Vp	產生
B4L11-II-06	N	轉變
B4L11-II-07	N	嬰兒
B4L11-II-08	N	雙親
B4L11-II-09	N	本國
B4L11-II-10	N	國籍
B4L11-II-11	N	大陸籍
B4L11-II-12	Det	其
B4L11-II-13	N	比例
B4L11-II-14	Vs	根本
B4L11-II-15	Conj	可見
B4L11-II-16	Vs-attr	現有
B4L11-II-17	N/V	分配
B4L11-II-18	Vst	顧慮
B4L11-II-19	N	學童
B4L11-II-20	N	身心
B4L11-II-21	Vst	缺乏
B4L11-II-22	N	課業
B4L11-II-23	N/V	指導
B4L11-II-24	V	輔導
B4L11-II-25	Vp	輸
B4L11-II-26	Vp	失去
B4L11-II-27	Conj	然而
B4L11-II-28	N	觀點
B4L11-II-29	V	加速
B4L11-II-30	Vpt	創下
B4L11-II-31	N	紀錄
B4L11-II-32	Vs	明顯
B4L11-II-33	Vp	下降
B4L11-II-34	N	趨勢
B4L11-II-35	Vp	高齡化
B4L11-II-36	N	世代
B4L11-II-37	Vs	不足
B4L11-II-38	Vaux	持續
B4L11-II-39	V	正視
B4L11-II-40		國語
B4L11-II-41		客語
B4L11-II-42		最多數
B4L11-II-43		總人數
B4L11-II-44		起跑點
B4L11-II-45		新生兒
B4L11-II-46		生產力
B4L11-II-47		一較長短
B4L12-I-01		王安康
B4L12-I-02		張定能
B4L12-I-03	Vs	美好
B4L12-I-04	Vpt	當選
B4L12-I-05	Vs	無所謂
B4L12-I-06	Vs	敏感
B4L12-I-07	N	化學
B4L12-I-08	N	添加物
B4L12-I-09	N	殘留
B4L12-I-10	V	修改
B4L12-I-11	N	法規
B4L12-I-12	N	安養
B4L12-I-13	N	河川
B4L12-I-14	Vpt	脫離
B4L12-I-15	N	背景
B4L12-I-16	N	領域
B4L12-I-17	Adv	竟然
B4L12-I-18	N	總統
B4L12-I-19	N/V	保障
B4L12-I-20	N	特權
B4L12-I-21	V	把持
B4L12-I-22	V	監督
B4L12-I-23	V	罷免
B4L12-I-24	N	權
B4L12-I-25	Vs	廉能
B4L12-I-26	Vs	富足
B4L12-I-27	Vst	在乎
B4L12-I-28	N	生命
B4L12-I-29	N	財產
B4L12-I-30	N	義工
B4L12-I-31	N	選戰
B4L12-I-32	N/V	承諾
B4L12-I-33	V	帶領
B4L12-I-34	N	力量
B4L12-I-35	V	擺脫
B4L12-I-36	N	困境
B4L12-I-37		房地產
B4L12-I-38		小自... 大至...
B4L12-I-38		小自... 大致...
B4L12-I-38		小自...大至...
B4L12-I-39		是否
B4L12-I-40		照理說
B4L12-I-41		政治人物
B4L12-I-42		受苦
B4L12-II-01	Vs	富裕
B4L12-II-02	Vp	貪汙
B4L12-II-03	Vs	腐敗
B4L12-II-04	N	政爭
B4L12-II-05	Vp	停滯
B4L12-II-06	Vp	上升
B4L12-II-07	N	信心
B4L12-II-08	N	遊民
B4L12-II-09	N	外界
B4L12-II-10	Vs	悲慘
B4L12-II-11	N	日子
B4L12-II-12	Adv	如此
B4L12-II-13	Vs	巨大
B4L12-II-14	Vs	無能
B4L12-II-15	Vs	冷漠
B4L12-II-16	N	學者
B4L12-II-17	N	階層
B4L12-II-18	Adv	自然
B4L12-II-19	V	阻止
B4L12-II-20	Vs	遙遠
B4L12-II-21	Conj	無論
B4L12-II-22	Adv	明明
B4L12-II-23	Vs	骯髒
B4L12-II-24	V	顧
B4L12-II-25	N	自身
B4L12-II-26	N	政客
B4L12-II-27	V	縱容
B4L12-II-28	Vst	使得
B4L12-II-29	N	工廠
B4L12-II-30	Vs	密集
B4L12-II-31	Vst	遭受
B4L12-II-32	Vs	困苦
B4L12-II-33		老人年金
B4L12-II-34		無家可歸
B4L12-II-35		以...為...
B4L12-II-36		漠不關心
B4L12-II-37		發言權
B4L12-II-38		影響力
B4L12-II-39		官商勾結
B4L12-II-40		貧富懸殊
B4L12-II-41		息息相關
B5L01-I-0-01	N	言論
B5L01-I-0-02	N	界線
B5L01-I-0-03	N	臉書
B5L01-I-0-04	M	則
B5L01-I-0-05	N	留言
B5L01-I-0-06	Vp	停止
B5L01-I-0-07	N	決策
B5L01-I-01	Vs	無罪
B5L01-I-02	Ptc	遭
B5L01-I-03	Vs	慘
B5L01-I-04	N/V	反應
B5L01-I-05	V	發表
B5L01-I-06	N	司法
B5L01-I-07	N	判決
B5L01-I-08	Vs	無能
B5L01-I-09	Vs	幸運
B5L01-I-10	Id	顧名思義
B5L01-I-11	V	接收
B5L01-I-12	N	來源
B5L01-I-13	V	處罰
B5L01-I-14	Vst	包容
B5L01-I-15	Conj	不論
B5L01-I-16	V	展現
B5L01-I-17	Id	胡作非為
B5L01-I-18	Conj	一旦
B5L01-I-19	N	工具
B5L01-I-20	Vi	洗腦
B5L01-I-21	N	權益
B5L01-I-22	N	盲點
B5L01-I-23	N	立場
B5L01-I-24	N	平衡
B5L01-I-25	Vi	辯護
B5L01-I-26	Id	無理取鬧
B5L01-I-27	V	指正
B5L01-I-28	Id	一來一往
B5L01-I-29	N	真理
B5L01-I-30	Id	越辯越明
B5L01-I-31	N	共識
B5L01-I-32	N	亂象
B5L01-I-33	V	攻擊
B5L01-I-34	Vp	自殺
B5L01-I-35	Adv	過於
B5L01-I-36	Ph	事實上
B5L01-I-37	N	仇恨
B5L01-I-38	Vs-attr	不實
B5L01-I-39	N	謠言
B5L01-I-40	N/V	霸凌
B5L01-I-41	Vs	負責
B5L01-I-42	V	誤解
B5L01-I-43	N	意義
B5L01-I-44	Adv	因此
B5L01-I-45	V	否定
B5L01-I-46	N	價值
B5L01-I-47	V	封住
B5L01-I-48	N	嘴
B5L01-I-49	Vs	混亂
B5L01-I-50	Vs-attr	唯一
B5L01-II-01	V	濫用
B5L01-II-02	Adv	並非
B5L01-II-03	Vaux	不用
B5L01-II-04	V	抓
B5L01-II-05	V	關
B5L01-II-06	N	名嘴
B5L01-II-07	N	根據
B5L01-II-08	Adv	隨意
B5L01-II-09	N	鄉民
B5L01-II-10	Vi	匿名
B5L01-II-11	N	正義
B5L01-II-12	Adv/N	惡意
B5L01-II-13	N	情緒
B5L01-II-14	Vpt	成
B5L01-II-15	N	護身符
B5L01-II-16	V	傳播
B5L01-II-17	Vs	驚人
B5L01-II-18	M	股
B5L01-II-19	Vs	有心
B5L01-II-20	Vs	無意
B5L01-II-21	N/V	威脅
B5L01-II-22	V	諷刺
B5L01-II-23	Vpt	得
B5L01-II-24	N	憂鬱症
B5L01-II-25	Adv	則
B5L01-II-26	V-sep	閉嘴
B5L01-II-27	V/N	回應
B5L01-II-28	V/N	傷害
B5L01-II-29	V	破壞
B5L01-II-30	V	管
B5L01-II-31	Vs	聰明
B5L01-II-32	N	標題
B5L01-II-33	Vst	懷疑
B5L01-II-34	Vs	模糊
B5L01-II-35	Vst	擅長
B5L01-II-36	N	灰色
B5L01-II-37	N	地帶
B5L01-II-38	N	法院
B5L01-II-39	V	確定
B5L01-II-40	N	個人
B5L01-II-41	V	承擔
B5L01-II-42	Vs	和諧
B5L01-II-43	V	制定
B5L01-II-44	Vs	嚴格
B5L01-II-45	V	約束
B5L02-I-01	N	基改
B5L02-I-02	N	農糧
B5L02-I-03	Ph	廣播節目
B5L02-I-04	N	主持人
B5L02-I-05	N	聽眾
B5L02-I-06	V	播
B5L02-I-07	N	蟲子
B5L02-I-08	N	隔壁
B5L02-I-09	V	回答
B5L02-I-10	Vp	死
B5L02-I-11	N	話題
B5L02-I-12	V	危害
B5L02-I-13	Vst	贊成
B5L02-I-14	Id	各式各樣
B5L02-I-15	Ph	只不過
B5L02-I-16	N	種子
B5L02-I-17	Ph	比如說
B5L02-I-18	N	維他命
B5L02-I-19	N	蔬果
B5L02-I-20	Vs	抗癌
B5L02-I-21	Vs	過敏
B5L02-I-22	N	花生
B5L02-I-23	N	科學家
B5L02-I-24	Vs	豐富
B5L02-I-25	V	享用
B5L02-I-26	Vpt	達到
B5L02-I-27	Vst	預防
B5L02-I-28	N	疾病
B5L02-I-29	N	效果
B5L02-I-30	Ph	好幾(種)
B5L02-I-30	Ph	好幾種
B5L02-I-30	Ph	好幾（種）
B5L02-I-31	V/N	警告
B5L02-I-32	Vpt	突破
B5L02-I-33	N	糧食
B5L02-I-34	Adv	早晚
B5L02-I-35	Adv	不僅
B5L02-I-36	N	農作物
B5L02-I-37	N	抵抗力
B5L02-I-38	N	蟲害
B5L02-I-39	N	產量
B5L02-I-40	N	飢荒
B5L02-I-41	Vst	含有
B5L02-I-42	N	大豆
B5L02-I-43	N	玉米
B5L02-I-44	Id	密不可分
B5L02-I-45	V	生產
B5L02-I-46	Vst	缺少
B5L02-I-47	Vst	依賴
B5L02-I-48	V	進口
B5L02-I-49	N	危機
B5L02-I-50	Ph	生物科技
B5L02-I-51	N	機構
B5L02-I-52	N	證據
B5L02-I-53	V/N	證明
B5L02-I-54	N	人體
B5L02-I-55	N	結論
B5L02-I-56	Vi	生長
B5L02-I-57	N	除草劑
B5L02-I-58	N	物質
B5L02-I-59	N	怪物
B5L02-I-60	N	原料
B5L02-I-61	N	包裝
B5L02-I-62	V/N	標示
B5L02-I-63	Det	一切
B5L02-II-01	N	昆蟲
B5L02-II-02	Vs	不孕
B5L02-II-03	Vpt	罹患
B5L02-II-04	N	癌症
B5L02-II-05	N	蘋果
B5L02-II-06	N	鮭魚
B5L02-II-07	Id	不知不覺
B5L02-II-08	V	辨別
B5L02-II-09	Vs	安心
B5L02-II-10	N	雜誌
B5L02-II-11	V	編輯
B5L02-II-12	N	後果
B5L02-II-13	N	雜草
B5L02-II-14	Det	某
B5L02-II-15	N	專利
B5L02-II-16	N	農民
B5L02-II-17	V	收購
B5L02-II-18	Id	居高不下
B5L02-II-19	Adv	絕對
B5L02-II-20	Vst	符合
B5L02-II-21	Vst	非
B5L02-II-22	N	事實
B5L02-II-23	V	種植
B5L02-II-24	Ph	總用量
B5L02-II-25	N	公斤
B5L02-II-26	Conj	即便
B5L02-II-27	Adv	兼
B5L02-II-28	V	欺騙
B5L02-II-29	N	國人
B5L02-II-30	V-sep	立法
B5L02-II-31	Adv	以
B5L02-II-32	V	維護
B5L02-II-33	Vs	神奇
B5L02-II-34	N	手段
B5L02-II-35	V	付出
B5L02-II-36	N	代價
B5L02-II-37	V	掌握
B5L03-I-0-01	N	風氣
B5L03-I-0-02	N	開放
B5L03-I-0-03	N	意外
B5L03-I-0-04	Vs	存在
B5L03-I-01	N	內在
B5L03-I-02	N	特質
B5L03-I-03	Vst	勝
B5L03-I-04	Vs	醜
B5L03-I-05	N	顏值
B5L03-I-06	N	他人
B5L03-I-07	Vs	不盡然
B5L03-I-08	V	要求
B5L03-I-09	V	整出
B5L03-I-10	N	鼻子
B5L03-I-11	N	皮膚
B5L03-I-12	Vs	細
B5L03-I-13	N	腰
B5L03-I-14	N	豐胸
B5L03-I-15	Vs	高挺
B5L03-I-16	Vs	水汪汪
B5L03-I-17	Vi	參賽
B5L03-I-18	N	眼光
B5L03-I-19	Vs	矛盾
B5L03-I-20	N	外貌
B5L03-I-21	Vs	美滿
B5L03-I-22	N	職涯
B5L03-I-23	Id	以貌取人
B5L03-I-24	Id	不計一切
B5L03-I-25	Vs	英俊
B5L03-I-26	Vpt	獲得
B5L03-I-27	N	青睞
B5L03-I-28	N	對象
B5L03-I-29	N	智力
B5L03-I-30	Vs	同樣
B5L03-I-31	N	團隊
B5L03-I-32	N	金錢
B5L03-I-33	V/N	投資
B5L03-I-34	N	行為
B5L03-I-35	Conj	儘管
B5L03-I-36	Adv	日漸
B5L03-I-37	Vp	失敗
B5L03-I-38	N	胸部
B5L03-I-39	Id	大小不一
B5L03-I-40	Vp	變形
B5L03-I-41	Vp-sep	失血
B5L03-I-42	Adv	過
B5L03-I-43	Vpt	飽受
B5L03-I-44	N	後遺症
B5L03-I-45	N	副作用
B5L03-I-46	Adv	多麼
B5L03-I-47	V-sep	冒險
B5L03-I-48	Adv	如今
B5L03-I-49	N	捷徑
B5L03-I-50	Adv	進而
B5L03-I-51	Vs	謹慎
B5L03-I-52	V	看待
B5L03-II-01	V	吹
B5L03-II-02	N	旅遊
B5L03-II-03	Vst	極具
B5L03-II-04	N	潛力
B5L03-II-05	N	理由
B5L03-II-06	N	天性
B5L03-II-07	V	列入
B5L03-II-08	N	考量
B5L03-II-09	N	公關
B5L03-II-10	N	時尚
B5L03-II-11	N	產業
B5L03-II-12	N	眼皮
B5L03-II-13	Id	精神奕奕
B5L03-II-14	V	違反
B5L03-II-15	Vs	假
B5L03-II-16	Vi	造假
B5L03-II-17	N	標籤
B5L03-II-18	N	優勢
B5L03-II-19	Vst	理解
B5L03-II-20	Ph	生來
B5L03-II-21	N	差異
B5L03-II-22	Adv	天生
B5L03-II-23	N	後天
B5L03-II-24	N	長相
B5L03-II-25	Vs	平平
B5L03-II-26	N	醫學
B5L03-II-27	V	縮小
B5L03-II-28	N	差距
B5L03-II-29	Adv	無疑
B5L03-II-30	N	器材
B5L03-II-31	N	藥品
B5L03-II-32	Adv	大幅
B5L03-II-33	Adv	事先
B5L03-II-34	V	評估
B5L03-II-35	N	患者
B5L03-II-36	N	動機
B5L03-II-37	N	狀態
B5L03-II-38	V	執行
B5L03-II-39	Id	身體髮膚受之父母
B5L03-II-40	V	剪
B5L03-II-41	V	理會
B5L03-II-42	Id	有何不可
B5L04-I-0-01	V	刪減
B5L04-I-0-02	N	鬥牛
B5L04-I-0-03	N	街頭
B5L04-I-0-04	V	舉
B5L04-I-0-05	Vi	示威
B5L04-I-0-06	V/N	主張
B5L04-I-0-07	V	保存
B5L04-I-0-08	V	廢止
B5L04-I-0-09	Vst	引發
B5L04-I-0-10	N	正反
B5L04-I-0-11	N	兩方
B5L04-I-0-12	Vs	激烈
B5L04-I-01	Vst	具有
B5L04-I-02	N	祭品
B5L04-I-03	N	全民
B5L04-I-04	M	座
B5L04-I-05	N	鬥牛場
B5L04-I-06	N	馬德里
B5L04-I-07	Adv	至今
B5L04-I-08	N	鬥牛士
B5L04-I-09	Vs	華麗
B5L04-I-10	N	服飾
B5L04-I-11	Adv	一面
B5L04-I-12	N	披風
B5L04-I-13	V	激怒
B5L04-I-14	N	公牛
B5L04-I-15	Vs	優雅
B5L04-I-16	N	姿勢
B5L04-I-17	N/V	結合
B5L04-I-18	Vs	過人
B5L04-I-19	Vs	熟練
B5L04-I-20	Vst	崇拜
B5L04-I-21	N	旺季
B5L04-I-22	N	遊客
B5L04-I-23	V	前往
B5L04-I-24	V	觀賞
B5L04-I-25	N	奔牛節
B5L04-I-26	N	重頭戲
B5L04-I-27	Vi	狂奔
B5L04-I-28	N	歐元
B5L04-I-29	N	必要
B5L04-I-30	Vs	獨特
B5L04-I-31	N	魅力
B5L04-I-32	N	戲劇
B5L04-I-33	Vs-attr	無數
B5L04-I-34	N	靈感
B5L04-I-35	N	諾貝爾
B5L04-I-36	N	得主
B5L04-I-37	N	作家
B5L04-I-38	N	海明威
B5L04-I-39	V	觀看
B5L04-I-40	N	小說
B5L04-I-41	Id	舉世聞名
B5L04-I-42	V	推廣
B5L04-I-43	N	遺產
B5L04-I-44	Id	由來已久
B5L04-II-01	Vs	過時
B5L04-II-02	Vs	不利
B5L04-II-03	V	刺
B5L04-II-04	N	觀眾
B5L04-II-05	V/N	轉播
B5L04-II-06	M	幕
B5L04-II-07	Vs	血淋淋
B5L04-II-08	N	畫面
B5L04-II-09	M	頭
B5L04-II-10	Vp	死亡
B5L04-II-11	N/V	折磨
B5L04-II-12	V	賠上
B5L04-II-13	N	俗話
B5L04-II-14	N	道理
B5L04-II-15	Vs	自私
B5L04-II-16	V	虐待
B5L04-II-17	V	開設
B5L04-II-18	N	課程
B5L04-II-19	V/N	教導
B5L04-II-20	Vst	享有
B5L04-II-21	Vs	不人道
B5L04-II-22	Vs	無辜
B5L04-II-23	Vs	寶貴
B5L04-II-24	V	提升
B5L04-II-25	N	社群
B5L04-II-26	Vs	殘忍
B5L04-II-27	V	刊登
B5L04-II-28	V	高喊
B5L04-II-29	V	顯示
B5L04-II-30	Vst	高達
B5L04-II-31	Adv	僅
B5L04-II-32	Vaux	無須
B5L04-II-33	N	巴塞隆納
B5L04-II-34	V	宣布
B5L04-II-35	N	娛樂
B5L04-II-36	Vi	入場
B5L04-II-37	Adv	澈底
B5L05-I-0-01	Ph	代理孕母
B5L05-I-0-02	N	案例
B5L05-I-0-03	M	名
B5L05-I-0-04	N	同志
B5L05-I-0-05	N	心願
B5L05-I-0-06	Vaux	自願
B5L05-I-0-07	M	對
B5L05-I-0-08	V/N	委託
B5L05-I-0-09	Ph	龍鳳胎
B5L05-I-0-10	V	遺棄
B5L05-I-0-11	N	缺陷
B5L05-I-0-12	M	任
B5L05-I-0-13	N	丈夫
B5L05-I-0-14	Vp-sep	懷孕
B5L05-I-0-15	Id	毛遂自薦
B5L05-I-0-16	Id	日新月異
B5L05-I-0-17	N	倫理
B5L05-I-0-18	V	整合
B5L05-I-0-19	Vp	合法化
B5L05-I-0-20	N	需求
B5L05-I-0-21	Id	一線希望
B5L05-I-0-22	N	惡夢
B5L05-I-01	Vst	看似
B5L05-I-02	V	費盡
B5L05-I-03	Id	千辛萬苦
B5L05-I-04	N	因素
B5L05-I-05	Adv	皆
B5L05-I-06	V	承受
B5L05-I-07	Vs	不得已
B5L05-I-08	Vi	代孕
B5L05-I-09	N	婚外情
B5L05-I-10	Vs	破碎
B5L05-I-11	N	悲劇
B5L05-I-12	N	雙方
B5L05-I-13	N/Vst	渴望
B5L05-I-14	N	供需
B5L05-I-15	Id	利人利己
B5L05-I-16	Vi	雙贏
B5L05-I-17	V	反觀
B5L05-I-18	Adv	連續
B5L05-I-19	Vst	排名
B5L05-I-20	Vs-attr	倒數
B5L05-I-21	Adv	始終
B5L05-I-22	V	忽視
B5L05-I-23	N	夫妻
B5L05-I-24	V	協助
B5L05-I-25	N	長輩
B5L05-I-26	Vst	忍受
B5L05-I-27	Vs-sep	如願
B5L05-I-28	N	自主權
B5L05-II-01	Adv	固然
B5L05-II-02	Vi	交易
B5L05-II-03	Vst	屬
B5L05-II-04	N	族群
B5L05-II-05	Vst	等於
B5L05-II-06	N	階級
B5L05-II-07	Adv	間接
B5L05-II-08	N	錯誤
B5L05-II-09	N	性別
B5L05-II-10	Ph	抽菸
B5L05-II-11	N	胎兒
B5L05-II-12	Vs-attr	不良
B5L05-II-13	Vi	分離
B5L05-II-14	N	契約
B5L05-II-15	N	仲介
B5L05-II-16	N	角色
B5L05-II-17	Vst	涉及
B5L05-II-18	V/N	規範
B5L05-II-19	Id	黑白不分
B5L05-II-20	Id	是非不明
B5L05-II-21	Adv	紛紛
B5L05-II-22	N	精子
B5L05-II-23	V	搞定
B5L05-II-24	Id	獨一無二
B5L05-II-25	Adv	總之
B5L06-I-0-01	N	死刑
B5L06-I-0-02	N	存廢
B5L06-I-0-03	N	爭議
B5L06-I-0-04	N	僵局
B5L06-I-0-05	Adv	各自
B5L06-I-01	V	嚇阻
B5L06-I-02	V	隔離
B5L06-I-03	N	罪犯
B5L06-I-04	Adv	隨機
B5L06-I-05	V	殺害
B5L06-I-06	Vs-attr	黑心
B5L06-I-07	N	案件
B5L06-I-08	N	法官
B5L06-I-09	V	判
B5L06-I-10	Ph	有期徒刑
B5L06-I-11	Ph	無期徒刑
B5L06-I-12	N	死者
B5L06-I-13	N	交代
B5L06-I-14	V	彌補
B5L06-I-15	N	家屬
B5L06-I-16	Conj	或者
B5L06-I-17	N	犯人
B5L06-I-18	Vi	出獄
B5L06-I-19	M	把
B5L06-I-20	N	尺
B5L06-I-21	Vs-attr	現行
B5L06-I-22	Vi	假釋
B5L06-I-23	Adv	永久
B5L06-I-24	Vs	害怕
B5L06-I-25	V/N	報復
B5L06-I-26	V-sep	納稅
B5L06-I-27	N/V	懲罰
B5L06-I-28	V-sep	犯罪
B5L06-I-29	N	罰單
B5L06-I-30	Ph	闖紅燈
B5L06-I-31	V	開
B5L06-I-32	Adv	同理
B5L06-I-33	Ph	換句話說
B5L06-I-34	V	維持
B5L06-I-35	Ph	相較於
B5L06-I-36	N	人權
B5L06-I-37	V	廢除
B5L06-I-38	N	被害人
B5L06-I-39	N	孤兒
B5L06-I-40	Conj	不然
B5L06-I-41	V	毀
B5L06-I-42	Vs	氣憤
B5L06-I-43	Vst	恨
B5L06-I-44	V-sep	報仇
B5L06-I-45	Vst	便宜
B5L06-I-46	Id	置身事外
B5L06-I-47	V	放下
B5L06-I-48	N	凶手
B5L06-I-49	Id	感同身受
B5L06-I-50	N	生前
B5L06-I-51	N	恐懼
B5L06-I-52	Ph	心痛
B5L06-I-53	N	天平
B5L06-I-54	V	衡量
B5L06-I-55	Vs	坦白
B5L06-I-56	V	撫慰
B5L06-I-57	Ph	剛剛好
B5L06-II-01	Id	無濟於事
B5L06-II-02	Adv	致力
B5L06-II-03	V	推動
B5L06-II-04	Id	漫漫長路
B5L06-II-05	N	刑罰
B5L06-II-06	Vaux	顯得
B5L06-II-07	V	費
B5L06-II-08	N	心力
B5L06-II-09	V	冤枉
B5L06-II-10	N/V	槍決
B5L06-II-11	Vp-sep	犯案
B5L06-II-12	Vs	充足
B5L06-II-13	V/N	保證
B5L06-II-14	V/N	誤判
B5L06-II-15	N	失誤
B5L06-II-16	Vs	無價
B5L06-II-17	N/V	賠償
